SERIALNO,SPORDER,PWGTP,SEX,RAC1P,AGEP,COW,JWMNP,JWRIP,JWTR,MAR,SCHG,SCHL
2.02E+12,3,37,1,8,31,2,,,,5,,15
2.02E+12,4,30,2,8,27,9,,,,5,,17
2.02E+12,5,30,2,8,25,1,15,,2,5,,20
2.02E+12,6,43,1,8,22,1,,,,5,,14
2.02E+12,7,48,2,8,30,9,,,,5,,13
2.02E+12,8,35,2,8,3,,,,,5,,1
2.02E+12,9,33,1,8,11,,,,,5,7,7
2.02E+12,10,36,2,8,10,,,,,5,8,8
2.02E+12,1,26,1,1,74,,,,,3,,23
2.02E+12,1,15,2,1,90,,,,,2,,22
2.02E+12,1,26,1,1,47,1,10,,7,1,,22
2.02E+12,2,28,2,1,47,,,,,1,,22
2.02E+12,1,22,1,1,46,6,20,1,1,5,,21
2.02E+12,1,16,1,1,41,1,,,,1,,23
2.02E+12,2,17,2,1,40,1,,,11,1,,21
2.02E+12,3,14,2,1,8,,,,,5,4,4
2.02E+12,4,18,1,1,5,,,,,5,2,3
2.02E+12,1,22,1,1,65,2,5,,10,1,,22
2.02E+12,2,23,2,1,64,2,60,,4,1,,22
2.02E+12,1,31,2,1,25,1,20,,4,5,,21
2.02E+12,1,64,1,1,35,1,40,,4,1,,23
2.02E+12,2,65,2,1,35,1,25,,4,1,,21
2.02E+12,3,59,1,1,3,,,,,5,1,1
2.02E+12,4,59,2,1,0,,,,,5,,
2.02E+12,1,38,2,1,61,2,10,,10,5,,19
2.02E+12,1,23,2,1,40,1,20,,7,5,,21
2.02E+12,1,32,2,1,30,2,20,,10,5,,23
2.02E+12,1,30,1,1,61,2,5,,10,5,,23
2.02E+12,2,26,2,1,59,2,30,,2,5,,21
2.02E+12,1,27,1,1,58,7,30,1,1,1,,23
2.02E+12,2,24,2,1,60,,,,,1,,23
2.02E+12,1,20,2,1,41,1,,,,1,,19
2.02E+12,2,23,1,1,13,,,,,5,10,10
2.02E+12,3,23,1,1,11,,,,,5,8,8
2.02E+12,1,84,1,1,60,1,40,,10,5,,23
2.02E+12,1,18,2,1,25,1,30,,4,5,,21
2.02E+12,2,21,1,1,32,1,25,,4,5,,21
2.02E+12,1,18,1,1,24,1,50,,4,5,,19
2.02E+12,1,24,2,1,37,2,30,,12,1,,22
2.02E+12,2,24,1,1,38,1,35,,4,1,,22
2.02E+12,1,29,2,1,31,6,,,11,5,,21
2.02E+12,2,30,2,1,27,2,15,,10,5,,22
2.02E+12,1,31,1,1,64,7,,,11,3,,21
2.02E+12,1,62,1,1,73,,,,,1,,22
2.02E+12,2,75,2,1,70,,,,,1,,16
2.02E+12,1,68,1,1,58,1,12,,4,5,,21
2.02E+12,1,40,2,1,30,1,15,,4,5,,21
2.02E+12,2,34,1,1,28,1,30,,4,5,,21
2.02E+12,1,37,1,1,32,1,15,,10,5,,22
2.02E+12,1,18,2,2,54,,,,,1,,21
2.02E+12,2,49,1,2,48,1,30,,2,1,,22
2.02E+12,1,84,2,1,35,1,30,,4,5,,21
2.02E+12,1,13,1,1,72,,,,,1,,16
2.02E+12,2,16,2,1,70,,,,,1,,22
2.02E+12,1,40,2,1,28,1,35,,4,5,,21
2.02E+12,2,55,2,1,26,1,35,,4,5,,21
2.02E+12,1,42,1,1,84,,,,,1,,16
2.02E+12,2,45,2,1,84,,,,,1,,16
2.02E+12,3,71,2,1,52,2,30,,4,5,,20
2.02E+12,1,14,1,1,42,1,40,,4,5,,21
2.02E+12,2,15,2,1,37,2,45,,4,5,,22
2.02E+12,1,29,1,1,74,7,20,3,1,3,,21
2.02E+12,1,26,1,1,75,2,35,1,1,1,,24
2.02E+12,2,27,2,1,69,6,30,,2,1,,24
2.02E+12,1,19,2,1,28,1,,,,1,16,21
2.02E+12,2,21,1,1,29,1,40,,4,1,,23
2.02E+12,1,4,2,6,24,1,40,,4,5,,21
2.02E+12,2,8,2,6,25,1,45,,4,5,,22
2.02E+12,3,7,1,6,25,1,30,,4,5,16,23
2.02E+12,1,27,2,1,83,7,,,,2,,22
2.02E+12,1,28,1,2,68,1,,,,5,,21
2.02E+12,1,25,1,1,82,2,10,,10,1,,24
2.02E+12,2,27,2,1,82,,,,,1,,21
2.02E+12,1,59,2,1,57,2,,,,1,,21
2.02E+12,2,60,1,1,66,1,,,,1,,19
2.02E+12,3,64,2,1,18,,,,,5,14,14
2.02E+12,1,23,2,1,42,1,60,,7,3,,21
2.02E+12,1,85,2,1,50,1,15,,10,3,,21
2.02E+12,1,23,1,1,49,2,6,,10,3,,23
2.02E+12,2,25,2,1,42,2,,,,3,,24
2.02E+12,1,31,2,6,33,1,40,,4,5,,21
2.02E+12,2,32,2,1,34,1,35,1,1,5,,21
2.02E+12,1,21,2,1,58,1,,,,1,,22
2.02E+12,2,24,1,1,58,1,30,1,1,1,,23
2.02E+12,1,26,2,1,32,1,5,,10,5,,24
2.02E+12,1,48,2,1,42,2,60,,7,1,,21
2.02E+12,2,47,1,1,41,7,,,,1,,21
2.02E+12,1,37,1,1,32,5,,,,3,,21
2.02E+12,2,41,1,1,44,7,20,,4,5,,21
2.02E+12,1,30,1,1,30,1,20,,4,5,,21
2.02E+12,2,33,1,1,31,1,,,11,5,,21
2.02E+12,1,77,2,1,66,7,30,,2,3,,19
2.02E+12,1,26,2,1,47,2,25,,2,3,,21
2.02E+12,1,49,2,1,68,4,60,,4,3,,21
2.02E+12,2,67,1,8,30,,,,,5,,20
2.02E+12,1,48,2,1,74,,,,,5,,21
2.02E+12,1,47,2,1,78,,,,,2,,21
2.02E+12,1,28,2,1,77,,,,,2,,21
2.02E+12,1,59,2,1,26,1,15,,7,5,,21
2.02E+12,2,78,2,1,24,1,15,,7,5,,21
2.02E+12,1,12,1,6,22,,,,,5,16,21
2.02E+12,1,10,2,1,84,,,,,2,,22
2.02E+12,1,30,2,1,32,2,1,,10,1,16,21
2.02E+12,2,29,1,1,37,2,2,,10,1,,24
2.02E+12,1,7,1,1,26,3,,,11,5,,22
2.02E+12,1,15,2,1,71,,,,,1,,21
2.02E+12,2,13,1,1,72,1,15,,4,1,,22
2.02E+12,1,25,2,1,48,6,20,,2,1,,22
2.02E+12,2,23,1,1,49,1,20,,9,1,,22
2.02E+12,3,26,1,1,14,,,,,5,10,10
2.02E+12,4,26,1,1,11,,,,,5,7,7
2.02E+12,1,25,2,1,68,2,,,,1,,21
2.02E+12,2,21,1,1,65,1,45,,2,1,,21
2.02E+12,1,62,2,1,28,1,35,,4,5,,21
2.02E+12,1,165,1,1,53,7,,,11,2,,22
2.02E+12,2,163,2,1,25,1,20,,4,5,,21
2.02E+12,3,233,1,1,23,1,20,,4,5,,21
2.02E+12,1,14,2,1,30,3,,,,5,16,22
2.02E+12,1,38,1,1,28,1,15,,10,5,,22
2.02E+12,2,43,1,1,30,1,,,,5,,21
2.02E+12,1,22,2,1,37,1,25,2,1,5,,21
2.02E+12,1,28,2,1,68,2,45,,2,3,,22
2.02E+12,1,34,1,1,22,1,20,,4,5,,21
2.02E+12,1,8,1,6,31,1,20,,4,1,,21
2.02E+12,2,9,2,6,30,1,,,,1,,21
2.02E+12,3,6,1,6,1,,,,,5,,
2.02E+12,1,34,1,1,53,1,15,1,1,1,,21
2.02E+12,2,31,2,1,51,1,30,1,1,1,,21
2.02E+12,1,30,2,1,53,1,,,,1,,23
2.02E+12,2,35,1,1,53,1,30,,4,1,,23
2.02E+12,1,76,1,1,57,1,30,,4,5,,21
2.02E+12,1,48,1,1,55,7,30,1,1,1,,15
2.02E+12,2,42,1,9,48,7,20,1,1,1,,21
2.02E+12,3,63,1,1,41,6,,,,1,,12
2.02E+12,1,16,2,1,49,4,40,,4,1,,23
2.02E+12,2,14,1,1,47,3,30,,4,1,,23
2.02E+12,3,17,2,1,15,,,,,5,12,13
2.02E+12,4,12,2,1,14,,,,,5,10,11
2.02E+12,1,107,1,1,50,1,30,,4,1,,22
2.02E+12,2,82,2,1,49,7,,,11,1,,21
2.02E+12,3,69,1,1,17,,,,,5,13,13
2.02E+12,4,83,1,1,14,,,,,5,10,10
2.02E+12,1,14,1,1,76,6,25,,7,1,,21
2.02E+12,2,15,2,1,66,,,,,1,,22
2.02E+12,3,14,2,1,19,,,,,5,15,16
2.02E+12,1,86,2,1,49,2,15,,10,4,,21
2.02E+12,2,74,1,1,17,,,,,5,13,13
2.02E+12,3,89,1,1,14,,,,,5,11,11
2.02E+12,1,28,1,6,37,1,45,,4,5,,22
2.02E+12,1,52,2,1,26,1,30,,4,5,,21
2.02E+12,1,33,2,1,83,,,,,1,,21
2.02E+12,2,33,1,1,91,,,,,1,,21
2.02E+12,1,14,1,1,74,,,,,1,,22
2.02E+12,2,17,2,1,70,6,30,,2,1,,21
2.02E+12,1,35,1,1,36,2,27,1,1,5,,24
2.02E+12,2,36,2,1,31,1,,,,5,,22
2.02E+12,1,25,1,1,39,1,25,,4,1,,21
2.02E+12,2,25,2,1,37,1,40,,4,1,,23
2.02E+12,1,41,2,1,86,,,,,2,,22
2.02E+12,1,36,1,1,27,1,25,,4,5,,21
2.02E+12,1,78,2,1,25,1,30,,4,5,,23
2.02E+12,2,86,1,1,27,,,,,5,16,21
2.02E+12,1,23,2,1,32,1,25,,4,1,,23
2.02E+12,2,21,1,1,31,2,5,,10,1,,23
2.02E+12,3,21,2,1,0,,,,,5,,
2.02E+12,1,17,2,1,49,6,,,11,5,,19
2.02E+12,2,19,1,6,49,,,,,5,,18
2.02E+12,1,29,2,1,70,,,,,3,,22
2.02E+12,1,13,2,1,91,,,,,2,,21
2.02E+12,1,22,2,1,38,1,50,3,1,1,,23
2.02E+12,2,42,1,1,39,1,20,,4,1,16,22
2.02E+12,3,31,1,1,7,,,,,5,3,3
2.02E+12,4,37,1,1,3,,,,,5,1,1
2.02E+12,5,37,1,1,2,,,,,5,,
2.02E+12,6,28,2,1,25,1,,,11,5,16,21
2.02E+12,1,78,2,1,44,2,10,,10,5,,21
2.02E+12,1,95,1,6,30,1,20,,4,1,,22
2.02E+12,1,17,2,1,74,,,,,5,,21
2.02E+12,1,25,1,1,33,1,2,,10,5,16,23
2.02E+12,1,94,2,1,43,1,30,,4,5,,21
2.02E+12,1,20,2,1,27,1,30,,2,5,,21
2.02E+12,1,16,1,1,61,1,30,,2,1,,21
2.02E+12,1,19,2,1,51,,,,,2,,21
2.02E+12,2,17,2,1,17,1,,,,5,13,13
2.02E+12,3,12,2,1,14,,,,,5,10,10
2.02E+12,1,19,1,1,28,1,25,,4,5,16,21
2.02E+12,2,18,2,1,29,1,30,,10,5,,23
2.02E+12,1,29,1,6,36,2,15,,10,1,,23
2.02E+12,2,31,2,6,32,,,,,1,,23
2.02E+12,3,35,2,6,4,,,,,5,1,2
2.02E+12,4,19,1,6,0,,,,,5,,
2.02E+12,1,23,2,1,30,1,,,,1,,21
2.02E+12,2,23,1,1,38,1,30,,4,1,,22
2.02E+12,1,14,2,1,58,,,,,1,,21
2.02E+12,2,15,1,1,59,1,20,2,1,1,,22
2.02E+12,1,26,1,1,59,7,138,,4,1,,23
2.02E+12,2,24,2,1,56,,,,,1,,23
2.02E+12,1,87,2,1,50,,,,,3,,18
2.02E+12,1,21,2,1,55,,,,,1,,21
2.02E+12,2,24,1,1,62,6,,,11,1,,23
2.02E+12,3,19,2,1,14,,,,,5,10,11
2.02E+12,1,15,1,1,19,1,30,,4,5,15,19
2.02E+12,2,23,2,1,20,1,30,,4,5,15,19
2.02E+12,3,24,2,1,20,1,,,,5,15,19
2.02E+12,1,82,1,1,57,1,20,,4,1,,24
2.02E+12,1,47,2,1,71,7,15,,10,3,,21
2.02E+12,1,23,1,1,74,1,,,,1,,22
2.02E+12,2,27,2,1,72,,,,,1,,22
2.02E+12,1,22,1,1,31,1,30,,4,1,,21
2.02E+12,2,25,2,1,30,3,60,1,1,1,,22
2.02E+12,1,25,1,1,87,1,15,,7,1,,22
2.02E+12,2,26,2,1,74,,,,,1,,21
2.02E+12,1,46,2,1,45,5,30,,4,1,,23
2.02E+12,2,51,1,6,47,1,,,11,1,,24
2.02E+12,3,33,2,9,7,,,,,5,3,4
2.02E+12,4,34,1,9,4,,,,,5,1,2
2.02E+12,5,34,1,9,4,,,,,5,1,2
2.02E+12,1,25,2,1,83,,,,,5,,19
2.02E+12,1,26,2,1,43,2,20,4,1,1,,23
2.02E+12,2,26,1,1,43,7,20,3,1,1,,22
2.02E+12,3,22,2,1,10,,,,,5,7,7
2.02E+12,4,29,1,1,7,,,,,5,3,3
2.02E+12,5,29,1,1,7,,,,,5,3,3
2.02E+12,6,25,2,1,1,,,,,5,,
2.02E+12,1,11,1,1,70,1,30,,4,1,,23
2.02E+12,2,11,2,1,60,1,15,,7,1,,23
2.02E+12,1,230,2,1,32,6,1,,10,5,,21
2.02E+12,1,23,2,1,59,1,60,1,1,1,,21
2.02E+12,2,24,1,1,65,1,,,,1,,20
2.02E+12,1,9,2,1,63,1,,,11,1,,21
2.02E+12,2,9,1,1,71,1,,,11,1,,24
2.02E+12,1,30,1,1,29,2,45,,4,5,,21
2.02E+12,1,24,1,1,70,7,,,,1,,22
2.02E+12,2,25,2,1,62,1,38,1,1,1,,21
2.02E+12,1,24,1,1,82,2,45,,2,1,,23
2.02E+12,2,26,2,1,67,2,35,1,1,1,,23
2.02E+12,1,68,2,1,60,2,15,,7,3,,22
2.02E+12,2,67,1,1,66,6,,,,3,,23
2.02E+12,1,22,2,1,56,,,,,4,,19
2.02E+12,1,21,2,1,37,6,,,11,5,,21
2.02E+12,1,62,1,1,29,2,18,,10,5,,23
2.02E+12,2,72,2,9,30,1,45,,4,5,,22
2.02E+12,1,15,1,1,57,1,35,,4,1,,22
2.02E+12,2,17,2,1,50,,,,,1,,22
2.02E+12,1,15,2,1,95,2,,,,2,,21
2.02E+12,1,21,1,1,34,2,5,,4,1,,21
2.02E+12,2,23,2,1,38,7,20,,4,1,,24
2.02E+12,3,21,1,1,0,,,,,5,,
2.02E+12,1,71,2,1,72,1,,,,3,,19
2.02E+12,1,14,2,1,60,1,,,11,5,,22
2.02E+12,1,20,1,1,82,,,,,1,,16
2.02E+12,2,20,2,1,84,,,,,1,,19
2.02E+12,1,39,2,1,66,6,,,,5,,21
2.02E+12,1,27,1,6,45,2,45,1,1,1,,22
2.02E+12,2,26,2,6,41,8,,,,1,16,22
2.02E+12,3,17,2,6,12,,,,,5,9,10
2.02E+12,4,35,2,6,4,,,,,5,1,2
2.02E+12,1,111,1,1,29,1,25,,4,5,,21
2.02E+12,1,29,2,1,66,,,,,2,,20
2.02E+12,1,48,1,1,44,1,20,,7,5,,22
2.02E+12,1,23,2,1,43,3,12,,10,5,,22
2.02E+12,1,3,1,6,24,1,40,,4,5,,21
2.02E+12,2,5,2,6,24,1,,,,5,16,22
2.02E+12,1,60,2,1,28,2,15,,10,5,,23
2.02E+12,1,63,1,1,24,7,30,1,1,5,,19
2.02E+12,1,26,1,1,81,,,,,1,,23
2.02E+12,2,27,2,1,79,,,,,1,,22
2.02E+12,1,45,2,1,82,,,,,1,,19
2.02E+12,2,44,1,1,82,,,,,1,15,19
2.02E+12,1,233,1,1,82,7,,,11,1,,21
2.02E+12,1,31,2,1,59,8,,,11,1,,22
2.02E+12,2,36,1,1,76,7,40,2,1,1,,22
2.02E+12,3,36,2,1,26,1,,,,5,16,23
2.02E+12,1,36,1,8,63,,,,,4,,18
2.02E+12,1,17,2,1,27,,,,,5,16,21
2.02E+12,2,23,1,1,40,1,,,11,5,,19
2.02E+12,1,38,1,1,54,1,10,,10,3,,24
2.02E+12,1,140,1,9,45,1,25,2,1,3,,16
2.02E+12,2,106,2,8,45,1,60,2,1,5,,22
2.02E+12,1,27,2,1,32,1,20,,9,1,,21
2.02E+12,2,25,1,1,34,1,20,,9,1,,21
2.02E+12,1,27,2,1,78,,,,,3,,23
2.02E+12,1,44,2,1,52,1,50,,4,5,,23
2.02E+12,1,30,1,1,39,1,5,,10,1,,16
2.02E+12,2,23,2,1,28,2,40,2,1,1,,22
2.02E+12,3,27,1,1,4,,,,,5,1,2
2.02E+12,4,28,1,1,0,,,,,5,,
2.02E+12,5,27,1,1,0,,,,,5,,
2.02E+12,1,22,2,1,63,2,20,,10,5,,22
2.02E+12,1,26,2,1,68,1,,,,3,,12
2.02E+12,1,23,1,6,34,1,,,,1,,21
2.02E+12,2,27,2,6,30,1,15,,10,1,,23
2.02E+12,1,47,1,1,44,2,5,,10,5,,14
2.02E+12,1,25,1,1,56,1,30,,2,5,,24
2.02E+12,1,16,1,1,81,,,,,1,,22
2.02E+12,2,17,2,1,81,,,,,1,,22
2.02E+12,1,23,1,1,45,2,40,,4,1,,24
2.02E+12,2,26,2,1,45,2,30,,2,1,,23
2.02E+12,3,26,1,1,12,,,,,5,8,9
2.02E+12,4,26,1,1,10,,,,,5,6,7
2.02E+12,5,27,1,1,6,,,,,5,3,4
2.02E+12,1,83,2,1,65,,,,,1,,22
2.02E+12,2,70,1,1,67,1,40,,4,1,,21
2.02E+12,1,45,2,1,78,,,,,5,,22
2.02E+12,1,27,1,6,51,7,50,1,1,5,,22
2.02E+12,1,39,1,2,29,1,30,,4,1,,21
2.02E+12,2,25,2,2,30,1,15,,4,1,16,22
2.02E+12,1,30,2,1,32,1,5,,10,5,,23
2.02E+12,1,17,1,1,27,6,60,,4,5,,16
2.02E+12,1,29,2,1,71,,,,,3,,23
2.02E+12,1,52,1,1,63,1,5,,12,1,,21
2.02E+12,2,47,2,1,59,2,25,,10,1,,21
2.02E+12,1,38,1,1,72,6,100,,2,3,,16
2.02E+12,1,22,2,1,26,1,30,,4,5,,21
2.02E+12,2,22,1,1,30,1,35,,4,5,,22
2.02E+12,1,27,2,1,65,,,,,1,,21
2.02E+12,1,66,1,1,70,,,,,1,,21
2.02E+12,2,68,2,1,62,,,,,1,,23
2.02E+12,1,25,1,1,68,8,,,,1,,22
2.02E+12,2,34,2,1,51,6,,,,1,,22
2.02E+12,1,38,2,1,58,1,45,,4,3,,23
2.02E+12,1,26,2,1,55,1,30,,2,5,,21
2.02E+12,1,21,1,1,29,1,35,,9,5,,21
2.02E+12,2,31,1,1,30,1,20,,4,5,,15
2.02E+12,3,28,1,1,29,1,10,,10,5,,21
2.02E+12,1,36,1,1,51,1,55,1,1,1,,24
2.02E+12,2,27,2,1,46,1,15,,10,1,,24
2.02E+12,3,24,1,1,3,,,,,5,,1
2.02E+12,1,18,2,1,74,,,,,1,,13
2.02E+12,2,18,2,1,78,,,,,1,,21
2.02E+12,1,36,1,1,81,2,7,,10,1,,21
2.02E+12,2,26,2,1,72,2,7,,10,1,,21
2.02E+12,1,61,2,1,71,1,100,,4,1,,19
2.02E+12,1,55,2,1,38,2,,,,1,,21
2.02E+12,2,48,1,1,43,1,20,,4,1,,23
2.02E+12,3,44,1,1,0,,,,,5,,
2.02E+12,1,24,2,1,56,6,,,11,5,,18
2.02E+12,2,28,2,1,15,,,,,5,12,12
2.02E+12,1,21,1,1,71,,,,,1,,22
2.02E+12,2,24,2,1,68,,,,,1,,21
2.02E+12,1,32,2,6,29,2,8,,10,3,16,21
2.02E+12,1,32,1,1,83,2,30,,4,1,,22
2.02E+12,2,34,2,1,76,,,,,1,,24
2.02E+12,1,31,2,1,28,1,5,,10,5,,23
2.02E+12,1,13,1,6,45,1,30,,4,1,,22
2.02E+12,2,16,2,6,4,,,,,5,2,1
2.02E+12,1,40,1,1,36,1,10,,7,1,,21
2.02E+12,2,41,2,1,30,1,25,,7,1,,22
2.02E+12,1,52,2,6,25,1,20,,4,5,,21
2.02E+12,1,76,2,1,34,1,25,,4,5,16,22
2.02E+12,1,80,1,1,75,,,,,1,,22
2.02E+12,2,72,2,1,58,6,30,,4,1,,22
2.02E+12,1,16,2,1,73,6,10,,10,2,,24
2.02E+12,1,21,2,1,59,1,,,,1,,21
2.02E+12,2,24,1,1,59,1,30,,4,1,,22
2.02E+12,1,32,1,1,74,,,,,2,,22
2.02E+12,1,125,1,6,29,1,60,,4,1,,22
2.02E+12,2,103,2,6,29,,,,,1,16,21
2.02E+12,1,33,1,6,35,1,20,,4,5,,21
2.02E+12,1,296,1,1,52,1,60,1,1,1,,20
2.02E+12,2,223,2,1,47,,,,,1,,21
2.02E+12,3,170,2,1,9,,,,,5,6,6
2.02E+12,1,28,1,6,30,1,20,,4,5,,22
2.02E+12,1,20,1,1,24,1,45,,4,5,,19
2.02E+12,1,52,2,1,24,1,35,,4,5,,21
2.02E+12,2,56,2,2,23,1,30,,4,5,,20
2.02E+12,1,76,2,1,74,,,,,1,,22
2.02E+12,2,64,1,1,70,,,,,1,,21
2.02E+12,1,57,2,1,28,4,35,,4,5,,22
2.02E+12,2,63,1,1,29,4,25,,9,5,16,22
2.02E+12,1,9,1,6,43,1,70,1,1,5,,22
2.02E+12,1,20,2,9,22,1,35,,4,5,,21
2.02E+12,1,19,2,1,28,1,45,,4,5,,24
2.02E+12,2,15,1,1,28,1,30,,12,5,,21
2.02E+12,1,14,2,1,37,1,40,,4,5,,21
2.02E+12,2,15,1,1,38,1,,,11,5,,21
2.02E+12,1,41,1,1,44,1,15,,7,1,,21
2.02E+12,2,23,2,1,34,3,25,2,1,1,16,21
2.02E+12,1,25,2,1,68,5,,,,1,,21
2.02E+12,2,21,1,1,71,7,25,2,1,1,,23
2.02E+12,1,26,2,1,71,7,,,,2,,17
2.02E+12,1,25,1,1,42,1,30,,4,5,,22
2.02E+12,1,26,1,6,28,1,30,,4,1,,21
2.02E+12,2,21,2,6,26,,,,,1,,21
2.02E+12,1,22,2,1,72,1,,,,3,,22
2.02E+12,2,26,2,1,60,2,95,,4,5,,22
2.02E+12,1,74,1,1,78,7,,,11,1,,22
2.02E+12,2,78,2,1,73,,,,,1,,22
2.02E+12,1,25,1,1,68,2,40,,4,1,,22
2.02E+12,2,25,2,1,62,,,,,1,,22
2.02E+12,1,124,1,1,80,6,45,,4,1,,21
2.02E+12,2,131,2,1,81,6,40,,4,1,,16
2.02E+12,1,21,1,1,30,1,35,,4,5,,22
2.02E+12,1,24,1,1,64,1,,,11,5,,21
2.02E+12,2,21,2,1,58,1,,,11,5,,21
2.02E+12,1,17,2,1,73,3,,,11,2,,24
2.02E+12,1,20,2,1,25,1,30,,4,5,,21
2.02E+12,1,67,2,1,31,1,40,1,1,5,,21
2.02E+12,1,22,1,1,64,1,,,,3,,9
2.02E+12,1,14,1,1,49,1,30,,4,5,,22
2.02E+12,1,56,2,6,27,1,30,,4,5,16,22
2.02E+12,1,33,2,8,31,3,30,,4,1,,22
2.02E+12,2,19,1,9,36,1,10,,4,1,,22
2.02E+12,1,25,1,1,77,,,,,1,,22
2.02E+12,2,26,2,1,74,,,,,1,,19
2.02E+12,1,75,2,1,68,,,,,5,,16
2.02E+12,1,31,1,1,52,1,30,,4,1,,23
2.02E+12,2,28,2,1,52,1,,,,1,,24
2.02E+12,3,24,2,1,17,,,,,5,13,14
2.02E+12,1,71,2,1,33,1,25,,4,5,,21
2.02E+12,1,88,2,1,72,2,,,,2,,21
2.02E+12,1,36,2,1,31,1,10,3,1,1,,23
2.02E+12,2,28,1,6,33,1,20,,4,1,,23
2.02E+12,1,15,2,1,36,1,60,,4,5,,22
2.02E+12,1,44,2,1,30,7,,,,5,,16
2.02E+12,1,40,2,1,72,,,,,2,,22
2.02E+12,1,29,2,1,52,1,20,1,1,1,,23
2.02E+12,2,32,1,1,50,1,20,1,1,1,,23
2.02E+12,3,24,2,1,21,,,,,5,15,16
2.02E+12,4,23,2,1,19,,,,,5,15,16
2.02E+12,1,65,2,1,67,,,,,5,,14
2.02E+12,1,16,1,1,77,8,,,,1,,22
2.02E+12,1,22,2,1,41,1,,,,1,,23
2.02E+12,2,22,1,1,42,1,15,,4,1,,21
2.02E+12,3,18,2,1,8,,,,,5,5,6
2.02E+12,1,17,1,6,74,6,,,,1,,24
2.02E+12,2,19,2,1,67,1,,,11,1,,24
2.02E+12,1,81,2,1,46,1,45,,4,1,,21
2.02E+12,2,74,1,1,47,1,40,,4,1,,21
2.02E+12,3,62,2,1,5,,,,,5,2,2
2.02E+12,1,76,1,1,44,1,,,,1,,21
2.02E+12,2,110,1,1,53,2,20,1,1,1,,21
2.02E+12,1,23,2,1,39,,,,,1,,22
2.02E+12,2,22,1,1,44,1,10,,10,1,,22
2.02E+12,3,18,2,1,10,,,,,5,7,7
2.02E+12,4,25,1,1,8,,,,,5,5,5
2.02E+12,1,34,1,1,66,1,20,,2,1,,22
2.02E+12,2,41,2,1,67,2,20,,10,1,,24
2.02E+12,3,51,2,1,32,1,50,1,1,5,,22
2.02E+12,1,30,2,1,47,1,30,,4,1,,23
2.02E+12,2,28,1,1,46,1,30,,2,1,,21
2.02E+12,3,23,2,1,9,,,,,5,5,6
2.02E+12,4,31,1,1,6,,,,,5,2,3
2.02E+12,1,21,1,1,34,2,5,,10,5,,24
2.02E+12,2,23,2,1,33,1,70,,4,5,,24
2.02E+12,1,11,2,1,26,1,25,,9,5,,21
2.02E+12,1,15,1,1,69,,,,,2,,23
2.02E+12,1,22,1,1,84,,,,,3,,23
2.02E+12,2,22,2,6,84,,,,,2,,21
2.02E+12,1,68,2,1,81,,,,,2,,16
2.02E+12,2,67,1,1,84,1,,,,3,,21
2.02E+12,1,21,1,1,30,1,30,,2,1,,23
2.02E+12,2,23,2,1,30,1,37,,4,1,,21
2.02E+12,1,85,1,1,56,1,10,2,1,3,,22
2.02E+12,2,65,2,1,14,,,,,5,11,11
2.02E+12,3,87,1,1,13,,,,,5,10,10
2.02E+12,4,65,2,1,8,,,,,5,4,4
2.02E+12,1,26,1,1,47,7,30,,4,1,,21
2.02E+12,2,29,2,1,46,1,25,,4,1,,23
2.02E+12,3,25,1,1,16,,,,,5,12,12
2.02E+12,4,30,1,1,14,,,,,5,11,11
2.02E+12,1,34,2,1,82,,,,,2,,22
2.02E+12,1,36,2,1,29,1,20,,4,5,,22
2.02E+12,1,29,2,1,86,,,,,2,,24
2.02E+12,1,17,1,6,32,1,15,,10,1,,21
2.02E+12,2,19,2,6,30,1,,,,1,,21
2.02E+12,1,105,2,1,30,1,20,,4,5,,21
2.02E+12,1,9,2,1,60,1,,,,3,,23
2.02E+12,1,81,1,1,85,,,,,3,,21
2.02E+12,1,40,2,1,34,2,20,,2,5,16,22
2.02E+12,1,21,1,1,71,1,30,1,1,1,,22
2.02E+12,2,25,2,1,69,,,,,1,,22
2.02E+12,1,9,1,6,42,1,30,,4,1,,21
2.02E+12,2,9,2,6,38,,,,,1,,21
2.02E+12,3,12,2,6,2,,,,,5,,
2.02E+12,1,18,2,1,78,,,,,3,,19
2.02E+12,1,76,1,1,41,1,80,,5,3,,22
2.02E+12,1,39,1,6,25,1,25,,4,1,16,21
2.02E+12,1,65,2,9,59,1,15,2,1,5,,20
2.02E+12,2,86,1,1,34,6,90,,4,5,,21
2.02E+12,3,72,1,1,55,1,,,,5,,18
2.02E+12,1,28,1,1,62,1,,,,1,,22
2.02E+12,2,29,2,1,66,,,,,1,,22
2.02E+12,3,26,1,1,20,1,,,,5,,16
2.02E+12,1,24,1,1,68,1,,,,1,,23
2.02E+12,2,29,2,1,67,6,,,11,1,,22
2.02E+12,1,37,1,1,52,1,20,,4,1,,21
2.02E+12,2,28,2,1,49,1,,,,1,,18
2.02E+12,3,27,1,1,22,1,,,,5,15,17
2.02E+12,4,29,2,1,17,,,,,5,13,13
2.02E+12,5,29,1,1,14,,,,,5,10,10
2.02E+12,1,16,2,1,91,,,,,2,,21
2.02E+12,1,28,2,1,65,1,,,,1,,21
2.02E+12,1,71,2,1,62,7,65,1,1,5,,22
2.02E+12,1,48,2,1,74,3,40,,2,1,,22
2.02E+12,2,46,1,1,77,,,,,1,,16
2.02E+12,1,31,1,1,58,1,30,,4,5,,23
